,word,frequency
5138,eventually,12.0
5139,burn,12.0
5140,bashing,12.0
5141,usa-south,12.0
5142,negligence,12.0
5143,donors,12.0
5144,trump2020,12.0
5145,sb,12.0
5146,rip,12.0
5147,communication,12.0
5148,tea,12.0
5149,curse,12.0
5150,trial,12.0
5151,@elbaradei:,12.0
5152,@bppope:,12.0
5153,arguments,12.0
5154,life:,12.0
5155,syria,12.0
5156,@carrieksada:,12.0
5157,containment,12.0
5158,seasonal,12.0
5159,@wireduk,12.0
5160,graduating,12.0
5161,@johncornyn,12.0
5162,@ibnsauce:,12.0
5163,"co/plfnldm2x6",12.0
5164,mingle,12.0
5165,possibility,12.0
5166,broken,12.0
5167,pie,12.0
5168,spade,12.0
5169,awhile,12.0
5170,plot,12.0
5171,bankrupt,12.0
5172,ph,12.0
5173,@senator_baloch:,12.0
5174,believes,12.0
5175,paul,12.0
5176,statistics,12.0
5177,@toure:,12.0
5178,socialism,12.0
5179,trolling,12.0
5180,influence,12.0
5181,@countdankulatv:,12.0
5182,sum,12.0
5183,utensils,12.0
5184,713,12.0
5185,graphic,12.0
5186,backwards,12.0
5187,@thicj00n:,12.0
5188,allegedly,12.0
5189,prior,12.0
5190,assist,12.0
5191,rig,12.0
5192,@craveediamond:,12.0
5193,complain,12.0
5194,utter,12.0
5195,drove,12.0
5196,@bigsavage80:,12.0
5197,exam,12.0
5198,successful,12.0
5199,@abdbozkurt:,12.0
5200,muscle,12.0
5201,reimagine,12.0
5202,evangeline,12.0
5203,28th,12.0
5204,hmu,12.0
5205,ignoring,12.0
5206,lmaooooo,12.0
5207,admitted,12.0
5208,bhai,12.0
5209,realizing,12.0
5210,expert,12.0
5211,@realdo,12.0
5212,entry,12.0
5213,d:,12.0
5214,idgaf,12.0
5215,losers,12.0
5216,mail,12.0
5217,nile,12.0
5218,walked,12.0
5219,@markszaidesq:,12.0
5220,thus,12.0
5221,cooking,12.0
5222,361,12.0
5223,alabama,12.0
5224,pc,12.0
5225,co/07wjqrl0uy,12.0
5226,innovative,12.0
5227,@oppaigoddess_:,12.0
5228,responding,12.0
5229,910,12.0
5230,anti-malarial,12.0
5231,stressful,12.0
5232,@presstv:,12.0
5233,tide,12.0
5234,@lowkeykyeom:,12.0
5235,indefinitely,12.0
5236,looting,12.0
5237,steams,12.0
5238,emperor,12.0
5239,produced,12.0
5240,stronger,12.0
5241,@jabinbot,12.0
5242,va,12.0
5243,studied,12.0
5244,@richardmarx:,12.0
5245,rahe,12.0
5246,"now",12.0
5247,rule,12.0
5248,co/akgsfbivcd,12.0
5249,insight,12.0
5250,@people4bernie:,12.0
5251,firstdayofspring,12.0
5252,co/krnazevobp,12.0
5253,guarantee,12.0
5254,shirt,12.0
5255,financially,12.0
5256,@ajeeb_n_garib:,12.0
5257,crib,12.0
5258,@eugenegu,12.0
5259,@ssurovell:,12.0
5260,@justanavywife:,12.0
5261,sourcing,12.0
5262,rlly,12.0
5263,july,12.0
5264,talkin,12.0
5265,everyone's,12.0
5266,@4allsoulkind,12.0
5267,mob,12.0
5268,lakhs,12.0
5269,bud,12.0
5270,con,12.0
5271,@xshiomi93,12.0
5272,@deadline,12.0
5273,truesame,12.0
5274,enforcing,12.0
5275,nba,12.0
5276,annoyed,12.0
5277,forwarding,12.0
5278,creatives,12.0
5279,"dashboard",12.0
5280,assu,12.0
5281,ehn,12.0
5282,permanent,12.0
5283,closes,12.0
5284,"as",12.0
5285,horrific,12.0
5286,@britgrime:,12.0
5287,beastie,12.0
5288,prosper,12.0
5289,@dckennard:,12.0
5290,ensure,12.0
5291,native,12.0
5292,panicking,12.0
5293,flash,12.0
5294,jamaica,12.0
5295,(got),12.0
5296,boomer,12.0
5297,bottles,12.0
5298,abuja,12.0
5299,undergrad,12.0
5300,eh,12.0
5301,board,12.0
5302,mixing,12.0
5303,worrying,12.0
5304,rem,12.0
5305,"here",12.0
5306,@senatemajldr,12.0
5307,9013151515,12.0
5308,'corona,12.0
5309,crux,12.0
5310,co/2i9gbo3xkb,12.0
5311,wise,12.0
5312,@flotus,12.0
5313,constitution,12.0
5314,secretary,12.0
5315,thursdaymotivation,12.0
5316,suppose,12.0
5317,@aahronheim:,12.0
5318,@ricburton:,12.0
5319,"more",12.0
5320,develop,12.0
5321,paise,12.0
5322,@ketanj0:,12.0
5323,and/or,12.0
5324,@rackauckas60:,12.0
5325,committee,12.0
5326,"base",12.0
5327,co/zz6v6lknjo,12.0
5328,teaching,12.0
5329,attitude,12.0
5330,@andersfoghr:,12.0
5331,@rishibagree:,12.0
5332,dumbasses,12.0
5333,hunt,12.0
5334,co/ucrazwsa4j,12.0
5335,lmfaooo,12.0
5336,deaf,12.0
5337,cleared,12.0
5338,woulda,12.0
5339,third,12.0
5340,co/bvs8kvsw,12.0
5341,crucial,12.0
5342,(which,12.0
5343,professor,12.0
5344,@free11_09:,12.0
5345,healing,12.0
5346,normally,12.0
5347,@spaceshipiii:,12.0
5348,articles,12.0
5349,327,12.0
5350,"germany",12.0
5351,@dcexaminer:,12.0
5352,cap,12.0
5353,"today",12.0
5354,pig,12.0
5355,suggest,12.0
5356,blah,12.0
5357,parody,12.0
5358,lyrics,12.0
5359,lifestyle,12.0
5360,unwell,12.0
5361,confirm,12.0
5362,owns,12.0
5363,shipped,12.0
5364,@conangrayslice:,12.0
5365,trucks,12.0
5366,boat,11.0
5367,@briansnewheart:,11.0
5368,housing,11.0
5369,com,11.0
5370,@tomilahren:,11.0
5371,chair,11.0
5372,arguing,11.0
5373,spelling,11.0
5374,usman,11.0
5375,chip,11.0
5376,@matt_hudgens:,11.0
5377,butt,11.0
5378,naked,11.0
5379,@stirringtrouble:,11.0
5380,ac,11.0
5381,shxt,11.0
5382,$5,11.0
5383,spit,11.0
5384,@aishrae:,11.0
5385,footage,11.0
5386,modi's,11.0
5387,solid,11.0
5388,exceeds,11.0
5389,involved,11.0
5390,baba,11.0
5391,embarrassed,11.0
5392,begins,11.0
5393,booked,11.0
5394,manure,11.0
5395,@gop,11.0
5396,@chrissyinglis:,11.0
5397,booty,11.0
5398,diet,11.0
5399,receive,11.0
5400,it'd,11.0
5401,networks,11.0
5402,warming,11.0
5403,(no,11.0
5404,newsgang,11.0
5405,complex,11.0
5406,nastiest,11.0
5407,searching,11.0
5408,co/4bi94bwl6r,11.0
5409,beaches/entertainment,11.0
5410,complacent,11.0
5411,co/uf00plb50y,11.0
5412,b/c,11.0
5413,co/8ox19g63e0,11.0
5414,rooms,11.0
5415,proms,11.0
5416,shits,11.0
5417,deceit,11.0
5418,pl,11.0
5419,@iamblobz:,11.0
5420,preventer,11.0
5421,groceries,11.0
5422,beg,11.0
5423,evacuate,11.0
5424,@moigovgh:,11.0
5425,susceptible,11.0
5426,oxygen,11.0
5427,sentence,11.0
5428,contagion,11.0
5429,reckless,11.0
5430,feeding,11.0
5431,rude,11.0
5432,eastern,11.0
5433,400,11.0
5434,surrey,11.0
5435,hoarding,11.0
5436,killer,11.0
5437,commanded,11.0
5438,loving,11.0
5439,verified,11.0
5440,nancydrew,11.0
5441,"both",11.0
5442,unmasks,11.0
5443,greedy,11.0
5444,whitehousebriefing,11.0
5445,masters,11.0
5446,@condor_law:,11.0
5447,rosary,11.0
5448,@yemi_stone:,11.0
5449,que,11.0
5450,bop,11.0
5451,report:,11.0
5452,@sonjoe_kutuh:,11.0
5453,imran,11.0
5454,ugandans,11.0
5455,eve,11.0
5456,estimates,11.0
5457,(on,11.0
5458,co/rwhbh1fj2x,11.0
5459,selfishness,11.0
5460,@cjtruth:,11.0
5461,featured:,11.0
5462,handed,11.0
5463,anti-globalist,11.0
5464,okyou,11.0
5465,october,11.0
5466,opened,11.0
5467,dedicated,11.0
5468,gun,11.0
5469,bett,11.0
5470,dereliction,11.0
5471,democrat,11.0
5472,passenger,11.0
5473,bouncing,11.0
5474,@rhyan_henson:,11.0
5475,"coronavirusupdate",11.0
5476,classification,11.0
5477,4th,11.0
5478,til,11.0
5479,full),11.0
5480,curing,11.0
5481,ek,11.0
5482,vision,11.0
5483,@richard_kadrey:,11.0
5484,stephen,11.0
5485,yep,11.0
5486,fish,11.0
5487,salunkhe,11.0
5488,wee,11.0
5489,bleach,11.0
5490,@urylle,11.0
5491,___,11.0
5492,albert,11.0
5493,1940s,11.0
5494,falls,11.0
5495,wage,11.0
5496,stays,11.0
5497,atleast,11.0
5498,"happen",11.0
5499,disinformation,11.0
5500,thou,11.0
5501,afte,11.0
5502,duties,11.0
5503,salty,11.0
5504,@roonie_bear:,11.0
5505,lgbt,11.0
5506,dan,11.0
5507,'s,11.0
5508,organizations,11.0
5509,review,11.0
5510,beard,11.0
5511,welfare,11.0
5512,intelligent,11.0
5513,obesity,11.0
5514,belichick,11.0
5515,dressed,11.0
5516,"come",11.0
5517,"covid19tr",11.0
5518,stat,11.0
5519,el,11.0
5520,narendra,11.0
5521,mall,11.0
5522,coworkers,11.0
5523,@mobilepunch,11.0
5524,wherever,11.0
5525,beers,11.0
5526,ta,11.0
5527,saheb,11.0
5528,worthy,11.0
5529,2%,11.0
5530,@sydusm:,11.0
5531,frightening,11.0
5532,@msredlippie:,11.0
5533,impressive,11.0
5534,@tre_oliver94:,11.0
5535,reflex,11.0
5536,@maziibe_:,11.0
5537,coughs,11.0
5538,@surgeon_general,11.0
5539,taxes,11.0
5540,owned,11.0
5541,program,11.0
5542,shell,11.0
5543,socialdistancingpickuplines,11.0
5544,lekki,11.0
5545,anti-corona,11.0
5546,@norml:,11.0
5547,animated,11.0
5548,controls,11.0
5549,justin,11.0
5550,winner,11.0
5551,@trinareyes:,11.0
5552,@realtuckfrumper:,11.0
5553,joined,11.0
5554,co/ularelcyts,11.0
5555,@angryjoeshow:,11.0
5556,cunts,11.0
5557,@mo,11.0
5558,consumers,11.0
5559,co/dwhbfkk2wr),11.0
5560,temporary,11.0
5561,corruption,11.0
5562,flex,11.0
5563,@ohpolly,11.0
5564,particular,11.0
5565,botsford,11.0
5566,nervous,11.0
5567,formed,11.0
5568,"careful",11.0
5569,rajasthan),11.0
5570,150,11.0
5571,@robreiner:,11.0
5572,blog:,11.0
5573,__y,11.0
5574,@hillaryclinton,11.0
5575,gay,11.0
5576,cycle,11.0
5577,encouraging,11.0
5578,@complexenigma_:,11.0
5579,$bbr,11.0
5580,combating,11.0
5581,david,11.0
5582,cutting,11.0
5583,you'd,11.0
5584,(not,11.0
5585,division,11.0
5586,speculation,11.0
5587,goodbye,11.0
5588,@ojasism:,11.0
5589,rob,11.0
5590,@bigjocatl:,11.0
5591,microsoft,11.0
5592,(view,11.0
5593,bei,11.0
5594,ventilator,11.0
5595,role,11.0
5596,@thehill,11.0
5597,react,11.0
5598,ranchers,11.0
5599,@sethmacfarlane:,11.0
5600,scaring,11.0
5601,channels,11.0
5602,zika,11.0
5603,@bruno062418,11.0
5604,load,11.0
5605,backlog,11.0
5606,roaming,11.0
5607,hum,11.0
5608,contracting,11.0
5609,deployed,11.0
5610,co/aefyqnbjhx,11.0
5611,xx,11.0
5612,disappointing,11.0
5613,greeks,11.0
5614,kid's,11.0
5615,sluder,11.0
5616,consult,11.0
5617,stayed,11.0
5618,fu,11.0
5619,gentlemen,11.0
5620,progressive,11.0
5621,tours,11.0
5622,fiction,11.0
5623,65,11.0
5624,@drharshvardhan,11.0
5625,approves,11.0
5626,@bruceps:,11.0
5627,parks,11.0
5628,coronacrisis,11.0
5629,@amenartpop:,11.0
5630,preventive,11.0
5631,hmm,11.0
5632,stuffs,11.0
5633,ship,11.0
5634,globally,11.0
5635,recove,11.0
5636,proportion,11.0
5637,sets,11.0
5638,meetings,11.0
5639,vice,11.0
5640,weds,11.0
5641,muttered,11.0
5642,equipment,11.0
5643,oxford,11.0
5644,producing,11.0
5645,@forfreespeech1,11.0
5646,@joeymulinaro:,11.0
5647,@360rsd:,11.0
5648,chan,11.0
5649,anachronistic,11.0
5650,84,11.0
5651,poorly,11.0
5652,assign,11.0
5653,professional,11.0
5654,adding,11.0
5655,wfh,11.0
5656,@fred_gen2:,11.0
5657,nar,11.0
5658,pots,11.0
5659,tape,11.0
5660,szn,11.0
5661,@tpm:,11.0
5662,stopthespread,11.0
5663,wan,11.0
5664,co/ojhnvlffkb,11.0
5665,constables,11.0
5666,knee,11.0
5667,religious,11.0
5668,@peekodesigno:,11.0
5669,circulating,11.0
5670,apologize,11.0
5671,erupted,11.0
5672,retweeting,11.0
5673,ireland,11.0
5674,@apple,11.0
5675,mothers,11.0
5676,hain,11.0
5677,crimes,11.0
5678,bf,11.0
